timestamp,electricity_demand_kw,production_volume,ambient_temperature,humidity,machine_load_pct,shift,is_weekend,price_per_kwh
2023-01-02 00:00:00,255.41,48.75,24.65,44.33,38.73,3,0,4.0
2023-01-02 01:00:00,269.59,30.17,24.76,45.25,34.35,3,0,4.0
2023-01-02 02:00:00,248.56,38.41,26.09,42.16,45.16,3,0,4.0
2023-01-02 03:00:00,268.35,25.36,25.84,52.91,39.79,3,0,4.0
2023-01-02 04:00:00,271.8,34.59,25.91,52.6,30.05,3,0,4.0
2023-01-02 05:00:00,305.92,30.8,25.94,41.72,32.07,3,0,4.0
2023-01-02 06:00:00,861.99,91.85,28.5,37.52,85.19,1,0,6.5
2023-01-02 07:00:00,874.7,83.41,24.68,36.07,79.78,1,0,6.5
2023-01-02 08:00:00,782.43,97.41,24.52,48.12,79.9,1,0,6.5
2023-01-02 09:00:00,817.96,73.06,24.07,45.78,79.99,1,0,6.5
2023-01-02 10:00:00,862.49,92.59,26.22,41.19,82.44,1,0,6.5
2023-01-02 11:00:00,843.15,85.95,26.99,46.46,87.65,1,0,6.5
2023-01-02 12:00:00,819.65,76.85,25.12,38.95,82.23,1,0,6.5
2023-01-02 13:00:00,801.07,100.62,24.03,49.08,81.54,1,0,6.5
2023-01-02 14:00:00,691.73,84.79,24.06,43.19,67.14,2,0,6.5
2023-01-02 15:00:00,686.65,53.41,26.27,39.69,62.29,2,0,6.5
2023-01-02 16:00:00,674.37,71.41,26.41,43.27,72.37,2,0,6.5
2023-01-02 17:00:00,706.23,75.65,26.11,43.09,72.78,2,0,6.5
2023-01-02 18:00:00,730.34,73.53,24.29,46.93,75.5,2,0,9.5
2023-01-02 19:00:00,656.01,82.12,25.64,50.93,78.56,2,0,9.5
2023-01-02 20:00:00,691.76,80.46,25.47,50.67,64.2,2,0,9.5
2023-01-02 21:00:00,681.56,72.12,25.62,45.9,66.93,2,0,9.5
2023-01-02 22:00:00,300.21,48.22,26.6,44.17,43.34,3,0,6.5
2023-01-02 23:00:00,311.15,37.49,25.63,42.26,40.01,3,0,6.5
2023-01-03 00:00:00,314.97,27.19,26.18,36.23,47.22,3,0,4.0
2023-01-03 01:00:00,261.46,25.58,25.26,44.98,39.03,3,0,4.0
2023-01-03 02:00:00,234.45,39.95,25.59,40.82,50.01,3,0,4.0
2023-01-03 03:00:00,276.65,23.66,26.1,51.17,40.28,3,0,4.0
2023-01-03 04:00:00,270.17,26.72,22.97,44.07,48.14,3,0,4.0
2023-01-03 05:00:00,203.55,28.08,24.68,48.81,27.97,3,0,4.0
2023-01-03 06:00:00,847.69,87.85,24.45,42.66,82.43,1,0,6.5
2023-01-03 07:00:00,809.24,83.45,24.2,41.7,80.12,1,0,6.5
2023-01-03 08:00:00,821.07,74.46,24.74,48.1,69.53,1,0,6.5
2023-01-03 09:00:00,822.49,94.3,27.4,46.46,79.92,1,0,6.5
2023-01-03 10:00:00,817.18,81.76,23.86,46.68,73.81,1,0,6.5
2023-01-03 11:00:00,863.93,101.16,26.61,44.6,77.4,1,0,6.5
2023-01-03 12:00:00,824.47,87.43,22.63,49.02,81.53,1,0,6.5
2023-01-03 13:00:00,875.4,95.14,24.66,48.3,79.39,1,0,6.5
2023-01-03 14:00:00,690.5,75.05,25.4,34.19,71.78,2,0,6.5
2023-01-03 15:00:00,696.12,80.52,26.04,43.79,70.79,2,0,6.5
2023-01-03 16:00:00,674.6,74.56,26.22,50.15,81.77,2,0,6.5
2023-01-03 17:00:00,678.95,71.88,26.35,39.98,71.3,2,0,6.5
2023-01-03 18:00:00,698.17,78.75,24.63,36.61,70.56,2,0,9.5
2023-01-03 19:00:00,702.04,89.89,24.46,44.38,72.1,2,0,9.5
2023-01-03 20:00:00,687.69,67.84,26.44,47.68,69.87,2,0,9.5
2023-01-03 21:00:00,686.28,76.36,24.87,42.77,62.08,2,0,9.5
2023-01-03 22:00:00,268.86,29.96,23.24,51.54,43.46,3,0,6.5
2023-01-03 23:00:00,277.86,34.05,23.46,54.29,46.45,3,0,6.5
2023-01-04 00:00:00,272.54,30.34,23.64,35.42,47.78,3,0,4.0
2023-01-04 01:00:00,275.96,12.74,25.77,43.13,43.45,3,0,4.0
2023-01-04 02:00:00,296.83,28.4,25.24,33.64,38.66,3,0,4.0
2023-01-04 03:00:00,275.46,38.0,26.06,48.36,41.31,3,0,4.0
2023-01-04 04:00:00,254.63,23.88,24.38,41.65,48.93,3,0,4.0
2023-01-04 05:00:00,265.19,37.37,25.26,42.67,38.88,3,0,4.0
2023-01-04 06:00:00,818.97,86.47,25.96,50.79,74.03,1,0,6.5
2023-01-04 07:00:00,831.38,83.47,24.56,38.41,91.05,1,0,6.5
2023-01-04 08:00:00,810.66,92.25,25.71,37.15,74.91,1,0,6.5
2023-01-04 09:00:00,848.49,90.45,24.03,33.66,72.14,1,0,6.5
2023-01-04 10:00:00,813.62,88.36,24.48,51.4,81.6,1,0,6.5
2023-01-04 11:00:00,859.59,93.13,24.45,50.24,82.04,1,0,6.5
2023-01-04 12:00:00,821.01,86.62,23.23,43.58,82.29,1,0,6.5
2023-01-04 13:00:00,838.09,71.84,25.75,38.67,84.39,1,0,6.5
2023-01-04 14:00:00,695.2,66.98,24.32,49.22,69.19,2,0,6.5
2023-01-04 15:00:00,701.2,55.56,25.04,58.82,69.26,2,0,6.5
2023-01-04 16:00:00,690.5,75.26,25.74,43.87,67.13,2,0,6.5
2023-01-04 17:00:00,740.06,77.17,25.69,39.04,70.68,2,0,6.5
2023-01-04 18:00:00,676.57,77.53,26.02,51.26,72.71,2,0,9.5
2023-01-04 19:00:00,632.63,73.91,24.88,39.39,74.53,2,0,9.5
2023-01-04 20:00:00,669.49,77.74,24.39,43.22,65.51,2,0,9.5
2023-01-04 21:00:00,690.23,57.39,24.9,31.86,63.77,2,0,9.5
2023-01-04 22:00:00,281.73,29.14,22.49,43.53,44.42,3,0,6.5
2023-01-04 23:00:00,244.9,18.68,22.85,38.66,37.35,3,0,6.5
2023-01-05 00:00:00,259.91,27.13,22.91,51.33,35.07,3,0,4.0
2023-01-05 01:00:00,248.12,42.93,23.39,40.15,30.75,3,0,4.0
2023-01-05 02:00:00,254.7,38.75,25.49,48.93,47.04,3,0,4.0
2023-01-05 03:00:00,266.02,35.3,23.53,44.51,41.38,3,0,4.0
2023-01-05 04:00:00,280.03,28.55,24.32,45.66,42.73,3,0,4.0
2023-01-05 05:00:00,261.18,22.05,26.84,47.64,42.19,3,0,4.0
2023-01-05 06:00:00,802.5,86.5,24.36,44.76,81.06,1,0,6.5
2023-01-05 07:00:00,842.11,93.89,26.0,41.79,79.88,1,0,6.5
2023-01-05 08:00:00,796.95,88.28,23.49,40.97,79.65,1,0,6.5
2023-01-05 09:00:00,795.82,72.31,24.58,47.58,75.12,1,0,6.5
2023-01-05 10:00:00,873.32,85.84,23.47,35.52,71.17,1,0,6.5
2023-01-05 11:00:00,805.19,69.69,24.38,53.42,91.23,1,0,6.5
2023-01-05 12:00:00,779.63,91.43,26.15,45.69,80.19,1,0,6.5
2023-01-05 13:00:00,787.36,79.46,22.3,43.34,77.81,1,0,6.5
2023-01-05 14:00:00,621.79,60.22,25.54,46.36,66.0,2,0,6.5
2023-01-05 15:00:00,711.08,76.54,25.25,42.06,75.25,2,0,6.5
2023-01-05 16:00:00,666.55,74.48,24.0,44.14,70.72,2,0,6.5
2023-01-05 17:00:00,642.34,71.86,22.72,39.37,65.68,2,0,6.5
2023-01-05 18:00:00,682.39,87.53,25.0,46.91,68.48,2,0,9.5
2023-01-05 19:00:00,711.17,75.08,24.1,44.64,71.56,2,0,9.5
2023-01-05 20:00:00,665.52,64.84,25.24,45.97,68.07,2,0,9.5
2023-01-05 21:00:00,709.19,74.15,24.92,52.45,74.08,2,0,9.5
2023-01-05 22:00:00,273.71,27.71,27.29,41.01,50.62,3,0,6.5
2023-01-05 23:00:00,238.94,40.13,24.53,44.39,37.89,3,0,6.5
2023-01-06 00:00:00,311.62,32.25,23.22,36.76,38.58,3,0,4.0
2023-01-06 01:00:00,248.5,33.04,25.03,47.77,35.85,3,0,4.0
2023-01-06 02:00:00,252.77,18.46,25.09,44.93,39.23,3,0,4.0
2023-01-06 03:00:00,303.13,30.49,26.8,45.1,30.2,3,0,4.0
2023-01-06 04:00:00,273.32,29.55,26.01,44.23,45.5,3,0,4.0
2023-01-06 05:00:00,265.37,21.81,25.29,42.13,33.33,3,0,4.0
2023-01-06 06:00:00,821.73,83.23,26.95,57.5,75.97,1,0,6.5
2023-01-06 07:00:00,799.72,88.49,22.98,45.21,80.42,1,0,6.5
2023-01-06 08:00:00,820.89,84.97,23.8,46.5,86.89,1,0,6.5
2023-01-06 09:00:00,828.56,73.7,23.37,39.32,75.73,1,0,6.5
2023-01-06 10:00:00,810.79,82.81,24.17,49.44,79.07,1,0,6.5
2023-01-06 11:00:00,830.54,81.26,22.69,44.4,81.47,1,0,6.5
2023-01-06 12:00:00,830.94,86.55,25.71,47.25,76.64,1,0,6.5
2023-01-06 13:00:00,826.06,85.68,24.42,49.53,79.4,1,0,6.5
2023-01-06 14:00:00,659.27,66.71,22.55,44.5,62.05,2,0,6.5
2023-01-06 15:00:00,657.09,66.39,23.23,41.63,67.36,2,0,6.5
2023-01-06 16:00:00,677.01,70.54,25.23,33.38,76.15,2,0,6.5
2023-01-06 17:00:00,642.47,77.7,26.02,43.08,74.08,2,0,6.5
2023-01-06 18:00:00,755.38,72.23,27.75,41.6,67.78,2,0,9.5
2023-01-06 19:00:00,628.27,81.38,29.13,39.3,64.93,2,0,9.5
2023-01-06 20:00:00,654.63,79.07,25.38,52.28,68.94,2,0,9.5
2023-01-06 21:00:00,679.23,81.97,23.27,49.93,62.68,2,0,9.5
2023-01-06 22:00:00,284.62,40.95,21.56,35.87,39.02,3,0,6.5
2023-01-06 23:00:00,246.21,42.5,25.16,45.79,37.95,3,0,6.5
2023-01-07 00:00:00,113.14,7.27,23.41,40.92,37.77,3,1,4.0
2023-01-07 01:00:00,130.64,21.68,24.0,46.84,39.29,3,1,4.0
2023-01-07 02:00:00,95.44,26.25,23.71,41.01,42.68,3,1,4.0
2023-01-07 03:00:00,99.34,27.69,24.42,42.31,34.81,3,1,4.0
2023-01-07 04:00:00,158.66,10.33,26.23,49.82,44.79,3,1,4.0
2023-01-07 05:00:00,149.82,21.76,24.86,49.1,45.63,3,1,4.0
2023-01-07 06:00:00,432.19,47.35,24.39,52.55,91.0,1,1,6.5
2023-01-07 07:00:00,451.14,61.53,23.07,43.92,81.48,1,1,6.5
2023-01-07 08:00:00,434.23,35.65,22.11,37.73,87.37,1,1,6.5
2023-01-07 09:00:00,412.54,40.6,23.9,49.61,84.88,1,1,6.5
2023-01-07 10:00:00,402.93,32.26,24.55,49.64,80.95,1,1,6.5
2023-01-07 11:00:00,461.18,47.91,27.28,48.15,73.91,1,1,6.5
2023-01-07 12:00:00,415.03,64.86,24.82,41.29,84.48,1,1,6.5
2023-01-07 13:00:00,458.72,46.4,26.1,39.65,81.2,1,1,6.5
2023-01-07 14:00:00,341.76,39.31,23.88,47.69,78.94,2,1,6.5
2023-01-07 15:00:00,381.88,42.9,22.85,40.58,73.7,2,1,6.5
2023-01-07 16:00:00,325.48,37.57,23.18,43.47,75.28,2,1,6.5
2023-01-07 17:00:00,320.92,41.43,23.54,59.54,67.11,2,1,6.5
2023-01-07 18:00:00,371.46,41.64,27.82,55.65,71.22,2,1,6.5
2023-01-07 19:00:00,340.69,31.74,23.39,48.97,60.38,2,1,6.5
2023-01-07 20:00:00,358.39,37.75,25.88,41.7,72.77,2,1,6.5
2023-01-07 21:00:00,347.57,44.44,23.27,41.4,76.09,2,1,6.5
2023-01-07 22:00:00,122.65,23.93,26.02,48.59,46.96,3,1,6.5
2023-01-07 23:00:00,123.9,26.89,25.2,52.49,38.23,3,1,6.5
2023-01-08 00:00:00,72.69,19.18,24.26,42.44,30.93,3,1,4.0
2023-01-08 01:00:00,164.68,19.35,24.43,42.72,37.31,3,1,4.0
2023-01-08 02:00:00,111.39,22.5,23.51,45.44,39.61,3,1,4.0
2023-01-08 03:00:00,139.3,11.74,25.16,38.06,42.04,3,1,4.0
2023-01-08 04:00:00,75.42,11.41,23.81,38.21,29.85,3,1,4.0
2023-01-08 05:00:00,105.25,15.5,22.66,39.12,39.48,3,1,4.0
2023-01-08 06:00:00,436.17,36.55,22.58,47.73,74.81,1,1,6.5
2023-01-08 07:00:00,475.09,50.01,24.75,46.36,87.23,1,1,6.5
2023-01-08 08:00:00,452.15,55.14,26.86,50.69,68.33,1,1,6.5
2023-01-08 09:00:00,443.65,41.07,24.74,36.32,85.06,1,1,6.5
2023-01-08 10:00:00,417.46,50.23,24.32,37.42,79.2,1,1,6.5
2023-01-08 11:00:00,429.38,41.72,24.92,47.28,69.77,1,1,6.5
2023-01-08 12:00:00,433.47,38.62,26.45,40.64,88.39,1,1,6.5
2023-01-08 13:00:00,437.36,63.19,24.82,41.0,86.75,1,1,6.5
2023-01-08 14:00:00,378.19,30.48,23.88,50.07,76.25,2,1,6.5
2023-01-08 15:00:00,345.33,28.27,26.15,42.24,70.47,2,1,6.5
2023-01-08 16:00:00,348.64,40.22,25.14,42.82,66.64,2,1,6.5
2023-01-08 17:00:00,348.11,40.65,26.8,43.75,70.33,2,1,6.5
2023-01-08 18:00:00,340.67,43.84,24.77,44.05,72.73,2,1,6.5
2023-01-08 19:00:00,375.51,54.51,22.66,48.43,67.29,2,1,6.5
2023-01-08 20:00:00,358.36,32.28,22.44,38.95,65.71,2,1,6.5
2023-01-08 21:00:00,366.96,33.87,26.97,44.06,72.47,2,1,6.5
2023-01-08 22:00:00,136.5,29.37,27.08,50.81,40.98,3,1,6.5
2023-01-08 23:00:00,105.59,24.01,24.23,55.67,44.63,3,1,6.5
2023-01-09 00:00:00,277.63,36.4,23.79,38.22,47.62,3,0,4.0
2023-01-09 01:00:00,290.55,25.28,26.56,46.66,44.28,3,0,4.0
2023-01-09 02:00:00,282.27,39.01,22.7,44.05,34.24,3,0,4.0
2023-01-09 03:00:00,259.87,36.43,23.02,44.51,39.94,3,0,4.0
2023-01-09 04:00:00,242.79,31.52,25.33,41.05,41.93,3,0,4.0
2023-01-09 05:00:00,276.28,25.32,23.77,48.78,44.05,3,0,4.0
2023-01-09 06:00:00,837.27,85.85,24.36,48.52,84.29,1,0,6.5
2023-01-09 07:00:00,831.25,98.19,24.12,57.61,79.71,1,0,6.5
2023-01-09 08:00:00,790.76,76.25,24.87,38.39,77.55,1,0,6.5
2023-01-09 09:00:00,828.55,78.6,26.48,36.26,85.04,1,0,6.5
2023-01-09 10:00:00,761.64,79.98,24.5,55.27,81.89,1,0,6.5
2023-01-09 11:00:00,845.76,81.71,25.33,44.74,81.41,1,0,6.5
2023-01-09 12:00:00,814.56,84.87,21.29,42.72,76.48,1,0,6.5
2023-01-09 13:00:00,815.28,92.67,24.29,45.94,90.5,1,0,6.5
2023-01-09 14:00:00,699.02,73.69,23.1,38.03,71.25,2,0,6.5
2023-01-09 15:00:00,645.64,70.49,22.54,46.88,69.57,2,0,6.5
2023-01-09 16:00:00,663.36,72.22,23.05,44.6,71.25,2,0,6.5
2023-01-09 17:00:00,638.91,74.99,23.86,50.37,69.34,2,0,6.5
2023-01-09 18:00:00,627.47,56.55,25.74,49.29,63.56,2,0,9.5
2023-01-09 19:00:00,667.44,78.57,22.38,49.7,71.49,2,0,9.5
2023-01-09 20:00:00,666.3,63.39,24.41,45.95,62.74,2,0,9.5
2023-01-09 21:00:00,607.38,66.45,23.64,53.02,70.52,2,0,9.5
2023-01-09 22:00:00,278.7,32.72,23.87,47.88,32.03,3,0,6.5
2023-01-09 23:00:00,264.63,29.4,25.87,42.33,29.23,3,0,6.5
2023-01-10 00:00:00,277.59,33.9,25.04,40.96,43.07,3,0,4.0
2023-01-10 01:00:00,271.85,31.13,26.24,41.52,34.48,3,0,4.0
2023-01-10 02:00:00,284.67,27.69,24.0,47.95,42.17,3,0,4.0
2023-01-10 03:00:00,287.54,42.23,23.19,38.35,40.85,3,0,4.0
2023-01-10 04:00:00,263.51,35.66,23.9,45.78,40.73,3,0,4.0
2023-01-10 05:00:00,281.6,32.42,24.6,40.84,36.86,3,0,4.0
2023-01-10 06:00:00,830.59,90.54,24.5,38.74,79.34,1,0,6.5
2023-01-10 07:00:00,778.98,79.36,22.61,39.55,76.72,1,0,6.5
2023-01-10 08:00:00,786.46,102.4,24.37,44.88,84.72,1,0,6.5
2023-01-10 09:00:00,783.27,76.3,24.58,48.82,77.58,1,0,6.5
2023-01-10 10:00:00,843.19,85.91,28.01,41.62,78.76,1,0,6.5
2023-01-10 11:00:00,803.14,82.71,27.05,34.62,83.72,1,0,6.5
2023-01-10 12:00:00,757.72,82.4,22.96,60.78,76.89,1,0,6.5
2023-01-10 13:00:00,783.31,81.37,23.8,50.59,71.04,1,0,6.5
2023-01-10 14:00:00,648.96,63.83,22.04,49.66,64.7,2,0,6.5
2023-01-10 15:00:00,670.02,79.51,23.35,53.14,75.28,2,0,6.5
2023-01-10 16:00:00,690.85,60.36,24.71,45.47,70.41,2,0,6.5
2023-01-10 17:00:00,688.6,77.87,26.04,44.33,71.46,2,0,6.5
2023-01-10 18:00:00,662.98,75.19,23.14,51.78,71.48,2,0,9.5
2023-01-10 19:00:00,637.85,66.95,23.25,51.75,78.94,2,0,9.5
2023-01-10 20:00:00,608.42,74.26,21.01,48.08,59.62,2,0,9.5
2023-01-10 21:00:00,646.35,68.74,23.99,49.42,69.36,2,0,9.5
2023-01-10 22:00:00,251.37,21.19,22.64,38.81,40.15,3,0,6.5
2023-01-10 23:00:00,261.03,21.28,23.44,43.72,39.9,3,0,6.5
2023-01-11 00:00:00,278.96,35.24,22.79,53.53,44.0,3,0,4.0
2023-01-11 01:00:00,273.38,34.83,23.96,49.03,44.12,3,0,4.0
2023-01-11 02:00:00,258.93,31.94,21.47,37.7,38.92,3,0,4.0
2023-01-11 03:00:00,246.63,26.87,21.91,42.36,31.55,3,0,4.0
2023-01-11 04:00:00,232.32,28.48,27.3,52.72,52.54,3,0,4.0
2023-01-11 05:00:00,236.58,27.4,22.18,47.29,39.97,3,0,4.0
2023-01-11 06:00:00,782.47,71.02,22.46,45.92,80.44,1,0,6.5
2023-01-11 07:00:00,882.58,85.49,26.86,46.07,86.31,1,0,6.5
2023-01-11 08:00:00,877.25,89.18,28.46,44.59,78.03,1,0,6.5
2023-01-11 09:00:00,775.12,85.54,22.35,42.39,86.46,1,0,6.5
2023-01-11 10:00:00,816.41,99.15,23.55,40.84,78.47,1,0,6.5
2023-01-11 11:00:00,772.82,76.96,24.62,50.06,89.15,1,0,6.5
2023-01-11 12:00:00,822.38,79.71,26.7,46.2,82.28,1,0,6.5
2023-01-11 13:00:00,794.33,86.06,22.63,48.55,76.62,1,0,6.5
2023-01-11 14:00:00,653.05,71.95,23.74,47.74,80.9,2,0,6.5
2023-01-11 15:00:00,684.52,54.79,25.27,52.05,73.01,2,0,6.5
2023-01-11 16:00:00,665.91,74.82,24.76,47.28,66.96,2,0,6.5
2023-01-11 17:00:00,678.34,71.99,23.54,49.13,62.96,2,0,6.5
2023-01-11 18:00:00,669.16,53.04,23.91,45.85,73.49,2,0,9.5
2023-01-11 19:00:00,638.29,69.07,22.04,40.27,76.92,2,0,9.5
2023-01-11 20:00:00,623.82,63.53,23.75,43.88,71.94,2,0,9.5
2023-01-11 21:00:00,649.11,66.37,23.71,47.96,71.65,2,0,9.5
2023-01-11 22:00:00,249.06,19.3,24.45,48.4,47.79,3,0,6.5
2023-01-11 23:00:00,243.53,33.33,23.27,52.27,42.99,3,0,6.5
2023-01-12 00:00:00,237.06,44.09,24.69,42.72,36.71,3,0,4.0
2023-01-12 01:00:00,259.32,32.12,25.5,46.15,36.93,3,0,4.0
2023-01-12 02:00:00,287.71,12.72,24.21,44.38,42.78,3,0,4.0
2023-01-12 03:00:00,202.18,32.28,24.51,53.15,42.51,3,0,4.0
2023-01-12 04:00:00,223.6,28.44,24.06,46.91,45.44,3,0,4.0
2023-01-12 05:00:00,261.21,21.19,23.98,47.0,41.84,3,0,4.0
2023-01-12 06:00:00,758.24,87.83,22.9,44.85,83.4,1,0,6.5
2023-01-12 07:00:00,768.59,92.04,24.45,43.9,81.74,1,0,6.5
2023-01-12 08:00:00,857.56,79.65,23.83,37.78,84.82,1,0,6.5
2023-01-12 09:00:00,831.44,71.85,27.12,38.72,83.73,1,0,6.5
2023-01-12 10:00:00,879.44,68.91,26.34,45.92,78.71,1,0,6.5
2023-01-12 11:00:00,761.98,79.67,24.56,45.29,79.06,1,0,6.5
2023-01-12 12:00:00,856.8,83.76,22.83,45.95,81.62,1,0,6.5
2023-01-12 13:00:00,771.89,80.87,22.31,49.73,80.56,1,0,6.5
2023-01-12 14:00:00,681.65,64.53,25.77,45.49,76.57,2,0,6.5
2023-01-12 15:00:00,600.26,74.54,24.37,43.28,71.06,2,0,6.5
2023-01-12 16:00:00,661.94,73.7,24.7,43.97,62.88,2,0,6.5
2023-01-12 17:00:00,663.7,71.6,21.36,46.24,64.09,2,0,6.5
2023-01-12 18:00:00,645.68,76.53,25.37,43.12,68.8,2,0,9.5
2023-01-12 19:00:00,619.86,64.75,24.66,50.35,73.61,2,0,9.5
2023-01-12 20:00:00,647.66,61.24,22.31,44.97,66.37,2,0,9.5
2023-01-12 21:00:00,660.67,65.82,23.27,46.28,73.26,2,0,9.5
2023-01-12 22:00:00,225.89,25.27,24.37,40.94,36.16,3,0,6.5
2023-01-12 23:00:00,249.51,13.59,24.06,50.35,40.79,3,0,6.5
2023-01-13 00:00:00,251.18,25.64,23.41,52.23,42.07,3,0,4.0
2023-01-13 01:00:00,264.07,38.84,23.7,38.22,34.28,3,0,4.0
2023-01-13 02:00:00,212.96,36.41,23.47,47.04,41.98,3,0,4.0
2023-01-13 03:00:00,237.9,34.2,24.08,44.5,48.08,3,0,4.0
2023-01-13 04:00:00,263.52,31.05,26.06,46.46,39.01,3,0,4.0
2023-01-13 05:00:00,242.83,41.59,20.0,47.3,40.38,3,0,4.0
2023-01-13 06:00:00,775.31,76.52,23.5,33.87,81.27,1,0,6.5
2023-01-13 07:00:00,826.16,77.28,24.12,48.84,80.45,1,0,6.5
2023-01-13 08:00:00,826.99,93.99,24.3,50.6,80.12,1,0,6.5
2023-01-13 09:00:00,821.6,85.22,23.29,51.16,79.73,1,0,6.5
2023-01-13 10:00:00,793.62,79.63,21.22,40.32,72.16,1,0,6.5
2023-01-13 11:00:00,797.62,89.42,24.34,44.89,82.26,1,0,6.5
2023-01-13 12:00:00,842.64,81.49,26.44,42.35,74.63,1,0,6.5
2023-01-13 13:00:00,822.81,78.3,21.55,35.46,81.88,1,0,6.5
2023-01-13 14:00:00,685.25,63.08,25.15,41.94,73.51,2,0,6.5
2023-01-13 15:00:00,654.86,72.57,23.36,39.62,72.03,2,0,6.5
2023-01-13 16:00:00,668.0,71.65,23.76,46.71,65.58,2,0,6.5
2023-01-13 17:00:00,669.37,82.13,22.27,36.88,71.58,2,0,6.5
2023-01-13 18:00:00,688.84,67.68,23.35,40.14,68.93,2,0,9.5
2023-01-13 19:00:00,600.59,67.54,25.8,42.44,67.05,2,0,9.5
2023-01-13 20:00:00,655.84,81.52,24.73,48.89,80.32,2,0,9.5
2023-01-13 21:00:00,685.3,77.89,26.45,58.93,65.51,2,0,9.5
2023-01-13 22:00:00,285.89,31.16,25.62,46.56,42.47,3,0,6.5
2023-01-13 23:00:00,241.45,17.51,24.51,39.88,47.63,3,0,6.5
2023-01-14 00:00:00,133.67,10.01,26.34,41.67,41.91,3,1,4.0
2023-01-14 01:00:00,134.26,8.07,24.38,48.35,36.92,3,1,4.0
2023-01-14 02:00:00,147.24,16.79,24.97,38.33,37.24,3,1,4.0
2023-01-14 03:00:00,124.77,12.43,23.28,50.54,33.02,3,1,4.0
2023-01-14 04:00:00,122.31,29.32,23.82,46.43,40.47,3,1,4.0
2023-01-14 05:00:00,109.11,3.93,22.68,44.44,40.65,3,1,4.0
2023-01-14 06:00:00,447.67,37.46,25.21,36.64,78.75,1,1,6.5
2023-01-14 07:00:00,449.47,48.71,21.96,49.66,87.12,1,1,6.5
2023-01-14 08:00:00,444.47,50.92,24.9,41.25,79.81,1,1,6.5
2023-01-14 09:00:00,436.92,26.05,23.44,45.83,72.25,1,1,6.5
2023-01-14 10:00:00,427.4,32.87,25.48,44.28,87.58,1,1,6.5
2023-01-14 11:00:00,403.69,44.64,24.85,37.14,74.26,1,1,6.5
2023-01-14 12:00:00,408.61,57.6,26.46,43.91,82.74,1,1,6.5
2023-01-14 13:00:00,444.12,61.85,24.82,39.01,83.39,1,1,6.5
2023-01-14 14:00:00,364.19,35.18,21.37,41.8,69.81,2,1,6.5
2023-01-14 15:00:00,342.02,37.13,23.62,47.23,74.88,2,1,6.5
2023-01-14 16:00:00,341.99,31.81,21.97,48.57,70.59,2,1,6.5
2023-01-14 17:00:00,341.21,43.57,22.95,44.97,68.41,2,1,6.5
2023-01-14 18:00:00,371.79,50.73,25.99,40.64,59.79,2,1,6.5
2023-01-14 19:00:00,354.79,48.55,24.68,41.82,61.55,2,1,6.5
2023-01-14 20:00:00,325.11,38.27,22.68,41.74,83.98,2,1,6.5
2023-01-14 21:00:00,348.6,31.79,22.2,34.38,73.89,2,1,6.5
2023-01-14 22:00:00,76.3,16.57,23.77,45.43,46.5,3,1,6.5
2023-01-14 23:00:00,100.44,27.55,21.9,36.73,52.8,3,1,6.5
2023-01-15 00:00:00,70.27,13.3,22.59,45.47,38.43,3,1,4.0
2023-01-15 01:00:00,92.58,1.98,24.07,37.79,39.54,3,1,4.0
